MÓDULO;CRITÉRIOS;AVISO / ERRO;NÚMERO;MENSAGEM;TABELA;NATUREZA REGRA;ENTIDADES
Planejamento e Orçamento;Se o conjunto (idPessoa, cdControleLeiAto, idExecutor e idTipoCreditoAdicional = 1) existir na tabela (AutorizacaoCreditoAdicional) a regra deve verificar se o referido conjunto existe na tabela (ExclusaoCreditoAdicional) e em não existindo, deve executar a mensagem.;AVISO;5159;O conjunto (Controle/LeiAto nº  9999999, IdExecutor nº 99999, idTipoCreditoAdicional = 1 - SUPLEMENTAR)  existe na tabela (AutorizacaoCreditoAdicional) e não apresenta nenhum artigo de exclusão na tabela (ExclusaoCreditoAdicional) para o ano de trabalho.;ExclusaoCreditoAdicional;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social. 
Planejamento e Orçamento;"PARTE 1. Se a soma de (vlOperacao) da tabela (AlteracaoOrcamentaria) envolvendo o conjunto (idPessoa = declarante, idTipoCreditoAdicional = 1, 3, 4 e 5 idTipoAlteracaoCreditoAdicional = 1 e 4, nrAnoFuncional = ano de trabalho e mes de trabalho)  (MAIS) a soma de (vlRevisao) do conjunto (idPessoa, idTipoCreditoAdicional  = 1, 3, 4 e 5 idTipoAlteracaoCreditoAdicional = 1 e 4, nrAnoFuncional = ano de trabalho e idTipoRevisao = 1) da tabela (RevisaoCreditoAdicional)  (MENOS) a soma de (vlRevisao) do conjunto (idPessoa, idTipoCreditoAdicional  = 1, 3, 4 e 5 idTipoAlteracaoCreditoAdicional = 1 e 4, nrAnoFuncional = ano de trabalho e idTipoRevisao = 2) da tabela (RevisaoCreditoAdicional) FOR <>  

PARTE 2. da soma de (vlDebito - vlCredito) do conjunto (idPessoa, cdClasse+cdGrupo+ cdSubGrupo+cdTitulo+cdSubTitulo+cdItem = '5221201', idTipoMovimentoContabil = 2, nrAnoAplicacao = ano de trabalho e mês de trabalho) da tabela (MovimentoContabilMensal) a mensagem deve ser executada. ";ERRO;5160;A soma dos Créditos Adicionais Suplementares, Transferência, Remanejamento e Transposição de R$- 0.00 declarada na tabela (AlteracaoOrcamentaria e RevisaoAlteracaoOrcamentaria)  acumulada no ano de trabalho, não mantém correspondência com o valor de R$- 0.00 contabilizado na conta 5.2.2.1.2.01 - Crédito Adicional Suplementar da tabela (MovimentoContabilMensal) referente o mesmo período. ;AlteracaoOrcamentaria;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social. 
Planejamento e Orçamento;PARTE 1. Se a soma de (vlOperacao) da tabela (AlteracaoOrcamentaria) envolvendo o conjunto (idPessoa = declarante, idTipoCreditoAdicional = 2, idTipoAlteracaoCreditoAdicional = 1 e 4 e nrAnoFuncional = ano de trabalho) (MAIS) a soma de (vlRevisao) do conjunto (idPessoa, idTipoCreditoAdicional = 2, idTipoAlteracaoCreditoAdicional  = 1 e 4, nrAnoFuncional = ano de trabalho e idTipoRevisao = 1) da tabela (RevisaoCreditoAdicional)  (MENOS) a soma de (vlRevisao) do conjunto (idPessoa, idTipoCreditoAdicional = 2, idTipoAlteracaoCreditoAdicional  = 1 e 4, nrAnoFuncional = ano de trabalho e idTipoRevisao = 2) da tabela (RevisaoCreditoAdicional)  for <> PARTE 2. da soma de (vlDebito - vlCredito) do conjunto (idPessoa, cdClasse+cdGrupo+ cdSubGrupo+cdTitulo+cdSubTitulo+cdItem = '5221202', nrAnoAplicacao = ano de trabalho e idTipoMovimentoContabil <> 3) da tabela (MovimentoContabilMensal) a mensagem deve ser executada. ;ERRO;5161;A soma dos Créditos Adicionais Especiais de R$- 0.00 declarada na tabela (AlteracaoOrcamentaria e RevisaoAlteracaoOrcamentaria)  acumulada no ano de trabalho, não mantém correspondência com o valor de R$- 0.00 contabilizado na conta 5.2.2.1.2.02 - Crédito Adicional Especial da tabela (MovimentoContabilMensal) referente o mesmo período. ;AlteracaoOrcamentaria;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social. 
Planejamento e Orçamento;PARTE 1. Se a soma de (vlOperacao) da tabela (AlteracaoOrcamentaria) envolvendo o conjunto (idPessoa = declarante, idTipoCreditoAdicional =  6, idTipoAlteracaoCreditoAdicional = 1 e 4 e nrAnoFuncional = ano de trabalho) (MAIS) a soma de (vlRevisao) do conjunto (idPessoa, idTipoCreditoAdicional = 6, idTipoAlteracaoCreditoAdicional  = 1 e 4, nrAnoFuncional = ano de trabalho e idTipoRevisao = 1) da tabela (RevisaoCreditoAdicional)  (MENOS) a soma de (vlRevisao) do conjunto (idPessoa, idTipoCreditoAdicional = 6, idTipoAlteracaoCreditoAdicional  = 1 e 4, nrAnoFuncional = ano de trabalho e idTipoRevisao = 2) da tabela (RevisaoCreditoAdicional)   for <> PARTE 2. da soma de (vlDebito - vlCredito) do conjunto (idPessoa, cdClasse+cdGrupo+ cdSubGrupo+cdTitulo+cdSubTitulo+cdItem = '5221203' e nrAnoAplicacao = ano de trabalho) da tabela (MovimentoContabilMensal) a mensagem deve ser executada. ;ERRO;5162;A soma dos Créditos Adicionais ExtraOrdinários de R$- 0.00 declarada nas tabelas (AlteracaoOrcamentaria e RevisaoCreditoAdicional) acumulada no ano de trabalho, não mantém correspondência com o valor de R$- 0.00 contabilizado na conta 5.2.2.1.2.03 - Crédito Adicional ExtraOrdinário da tabela (MovimentoContabilMensal). ;AlteracaoOrcamentaria;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social. 
Planejamento e Orçamento;PARTE 1. Se a soma de (vlOperacao) da tabela (ProgramacaoFinanceira) envolvendo o conjunto (idPessoa = declarante, nrAno = ano de trabalho e idTipoOperacaoProgramacaoFinanceira = 4+5-6) for <> PARTE 2. da soma de (vlDebito - vlCredito) do conjunto (idPessoa, cdClasse+cdGrupo+ cdSubGrupo+cdTitulo+cdSubTitulo+cdItem = '7221', idTipoMovimentoContabil <> 3 e nrAnoAplicacao = ano de trabalho) da tabela (MovimentoContabilMensal) a mensagem deve ser executada.  OBS: Critério aplicado a partir de 01/01/2022, sendo mantidas as funcionalidades originais até 31/12/2021.;ERRO;5166;A soma de R$- 0.00, Cronograma de Desembolso Mensal, declarada na tabela (ProgramacaoFinanceira) com idTipoOperacaoProgramacaoFinanceira = +4+5-6, não mantém correspondência com o valor de R$- 0.00 contabilizado na conta 7.2.2.1 - CRONOGRAMA DE EXECUÇÃO MENSAL DE DESEMBOLSO, da tabela (MovimentoContabilMensal) para o ano de trabalho.  ;ProgramacaoFinanceira;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Planejamento e Orçamento;Se o conjunto (idPessoa, cdControleLeiAto com idEscopo = 7 e nrAnoInicialAplicacao = ano de trabalho e mês <= de trabalho) existir na tabela (LeiAto) a regra deve exigir que (idPessoa e cdControleLeiAto) sejam declarados nos campos (idPessoa e cdControleLeiAto) da tabela (ProgramacaoFinanceira) com (nrAno = ano de trabalho). ;ERRO;5169;O Controle de Lei/Ato nº 9999999/9999 existe na tabela (LeiAto) com Escopo = 7 - PROGRAMAÇÃO FINANCEIRA, porém, não existem registros na tabela (ProgramacaoFinanceira). ;ProgramacaoFinanceira;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;"PARTE 1. Se a soma de (vlEmpenho) do conjunto (idPessoa,  nrAnoEmpenho = ano de trabalho) com (dtEmpenho = mês/ano de trabalho) processados no mês de trabalho  (tabela=processamento) (MENOS) soma de (vlEstorno)  do conjunto (idPessoa,  nrAnoEmpenho = ano de trabalho e dtEstorno = mês/ano de trabalho) da tabela (EstornoEmpenho) (MAIS) a soma de (vlReversao) do conjunto (idPessoa, nrAnoEmpenho = ano de trabalho e dtReversao = mês/ano de trabalho) da tabela (ReversaoEstornoEmpenho) identificados através de associação com a tabela (EstornoEmpenho) 

PARTE 2. da soma de (vlCredito - vlDebito) do conjunto (idPessoa,  nrMes = mês de trabalho, nrAnoAplicacao = ano de trabalho, cdClasse+cdGrupo+ cdSubGrupo+cdTitulo+cdSubTitulo+cdItem = '6221301', '6221302', '6221303' e '6221304' e idTipoMovimentoContabil = 2) da tabela (MovimentoContabilMensal) a mensagem deve ser executada.";ERRO;5174;A soma de todos os empenhos emitidos no mês de trabalho e informados na tabela (Empenho), (menos) os respectivos estornos existentes na tabela (EstornoEmpenho) e (mais) as reversões de estornos, perfazendo o montante líquido de R$- 0.00, não mantém correspondência com o valor  dos débitos - créditos de R$- 0.00, contabilizado na conta contábil nº 6.2.2.1.3.01 - CREDITO EMPENHADO A LIQUIDAR, 6.2.2.1.3.02 - CREDITO EMPENHADO EM LIQUIDAÇÃO, 6.2.2.1.3.03 - CREDITO EMPENHADO LIQUIDADO A PAGAR e 6.2.2.1.3.04 - CREDITO EMPENHADO PAGO da tabela (MovimentoContabilMensal). ;Empenho;Movimento Mensal*;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. O conjunto (idPessoa, nrEmpenho, nrAnoEmpenho = ano de trabalho e idOrigemEmpenho = idPessoa) existe na tabela (Empenho), porém, não existe na tabela (DetalheEmpenho). ;ERRO;5175;O Empenho nº xxxxxxx/aaaa, existe na tabela (Empenho) e não foi declarado na tabela (DetalheEmpenho).;DetalheEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;"PARTE 1. 
O conjunto (idPessoa, nrEmpenho, nrAnoEmpenho, idOrigemEmpenho <> idPessoa) existe na tabela (Empenho), porém, não existe na tabela (DetalheEmpenho).";ERRO;5176;O Empenho nº XXXX, informado na tabela (Empenho) é originário de entidade municipal extinta com obrigação de prestar contas, portanto deve ser declarado na tabela (DetalheEmpenho).;Empenho;Movimento Mensal*;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlEstorno) do conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) da tabela (EstornoEmpenho) (MENOS) a soma de (vlReversao) do conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) da tabela (ReversaoEstornoEmpenho) identificados através de associação com a tabela (EstornoEmpenho) for > PARTE 2. que a soma de (vlEmpenho) do conjunto (idPessoa, nrEmpenho, nrAnoEmpenho e idOrigemEmpenho) da tabela (Empenho) a mensagem deve ser executada.   ;ERRO;5177;A soma de todos os estornos (menos) as respectivas reversões de estornos do Empenho nº xxxxxx/aaaa de R$- 0.00 declarados na tabela (EstornoEmpenho) e (ReversaoEstornoEmpenho) é maior que o valor do próprio empenho de R$- 0.00.;EstornoEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlReversao) do conjunto (idPessoa, nrEstorno e nrAnoEstorno) declarada na tabela (ReversaoEstornoEmpenho) for > PARTE 2. que a soma do mesmo conjunto (idPessoa, nrEstorno e nrAnoEstorno) declarado na tabela (EstornoEmpenho) a mensagem deve ser executada.  ;ERRO;5178;A soma de todas as reversões de Estorno de Empenho nº 999999/AAAA de R$- 0.00, declarada na tabela (ReversaoEstornoEmpenho) é maior que o valor total de R$- 0.00 do próprio nrEstorno  informado na tabela (EstornoEmpenho).;ReversaoEstornoEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlLiquidacao) do conjunto (idPessoa, nrAnoLiquidacao = ano de trabalho,  dtLiquidacao = mês/ano de trabalho e nrAnoEmpenho = ano de trabalho) da tabela (Liquidacao) (MENOS) a soma de (vlEstorno) do conjunto (idPessoa e dtEstorno = mês/ano de trabalho) declarada na tabela (EstornoLiquidacao) referente a associação do conjunto (idPessoa, nrAnoLiquidacao = ano de trabalho,  dtLiquidacao = mês/ano de trabalho e nrAnoEmpenho = ano de trabalho) da tabela (Liquidacao) FOR <> PARTE 2. da soma de (vlCredito - vlDebito) do conjunto (idPessoa, nrMes = mês de trabalho, nrAnoAplicacao = ano de trabalho,  cdClasse+cdGrupo+ cdSubGrupo+cdTitulo+cdSubTitulo+cdItem = '6221303' e '6221304' com idTipoMovimentoContabil = 2) da tabela (MovimentoContabilMensal) a mensagem deve ser executada. ;ERRO;5179;A soma líquida de todas as Liquidações de Empenhos realizadas  no MM/AAAA  de R$- 0.00, declarada na tabela (Liquidacao - EstornoLiquidacao), não mantém correspondência com o total de CRÉDITOS - DÉBITOS de R$- 0.00, contabilizado nas contas contábeis 6.2.2.1.3.03 - CRÉDITO EMPENHADO LIQUIDADO A PAGAR e 6.2.2.1.3.04 -  CREDITO EMPENHADO PAGO.;Liquidacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlLiquidacao) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao = ano de trabalho e idOrigemLiquidacao) declarado na tabela (Liquidacao)  FOR <> PARTE 2. da soma de (vlDocumento) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (DocumentoFiscalLiquidacao)  a mensagem deve ser executada. ;ERRO;5181;A Liquidação nº xxxxx/aaaa declarada na tabela (Liquidacao) de R$- 0.00  não mantém correspondência  com a soma de todos os Documentos Fiscais de R$- 0.00,  informados na tabela (DocumentoFiscalLiquidacao) para a mesma liquidação.;Liquidacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlEstorno) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao = ano de trabalho e idOrigemLiquidacao) declarado na tabela (EstornoLiquidacao) FOR <> PARTE 2. da soma de (vlEstorno) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (EstornoDocumentoFiscalLiquidacao) a mensagem deve ser executada. ;ERRO;5182;A soma de todos os estornos da Liquidação nº xxxxx/aaaa de R$- 0.00 declarada na tabela (EstornoLiquidacao) não mantém correspondência  com a soma de todos os Documentos Fiscais de R$- 0.00,  informados na tabela (EstornoDocumentoFiscalLiquidacao) para a mesma liquidação.;Liquidacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se  a soma de (vlDocumento) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (DocumentoFiscalLiquidacao) FOR <> PARTE 2. da soma de (vlLiquidacao) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (Liquidacao) a mensagem deve ser executada. ;ERRO;5183;A  a soma de todos os Documentos Fiscais de R$- 0.00,  informados na tabela (DocumentoFiscalLiquidacao) para a Liquidação nº xxxxx/aaaa,  não mantém correspondência  com o valor de R$- 0.00 da  própria liquidação existente  na tabela (Liquidacao).;Liquidacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se  a soma de (vlEstorno) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (EstornoDocumentoFiscalLiquidacao) FOR <> PARTE 2. da soma de (vlEstorno) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (EstornoLiquidacao) a mensagem deve ser executada. ;ERRO;5184;A  a soma de todos os Estornos de Documentos Fiscais de R$- 0.00,  informados na tabela (EstornoDocumentoFiscalLiquidacao) para a Liquidação nº xxxxx/aaaa,  não mantém correspondência  com o valor de R$- 0.00 de todos os estornos da liquidação existentes na tabela (EstornoLiquidacao).;Liquidacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Obras Públicas;Todo conjunto (idPessoa, cdLocalidade) declarado na tabela  (ammLocalidade) do SIM-AM 2012  vinculado a intervenções que não estejam concluídas até 31/12/2012 deve possuir conjunto correspondente (idPessoa, cdLocalidade) na tabela (AssociacaoLocalidadeAnterior) do SIM-AM 2013 .;ERRO;5185;"Não foram cadastrados todos os códigos de Localidade do SIM-AM 2012 vinculados a intervenções com situação diferente de concluída. Verificar na tabela (ammLocalidade) do SIM-AM 2012: (idPessoa = XXXXX, cdLocalidade = XXXXX); (idPessoa = XXXXX, cdLocalidade = XXXXX)...";AssociacaoLocalidadeAnterior;Abertura do Exercício, exclusiva para 2013;Todas, exceto Fundação Pública de Direito Privado, Secretaria e Organização Social.
Obras Públicas;Todo conjunto (idPessoa, cdLocalidade, cdIntervencao) declarado na tabela  (Intervencao) do SIM-AM 2012 que não se refira a Intervenção concluída deve possuir conjunto correspondente (idPessoa, cdLocalidade, cdIntervencaoAnterior) na tabela (AssociacaoIntervencaoAnterior) do SIM-AM 2013 .;ERRO;5186;"Não foram cadastrados todos os códigos de Obra do SIM-AM 2012 correspondentes a intervenções com situação diferente de concluída. Verificar na tabela (ammIntervencao) do SIM-AM 2012: (idPessoa = XXXXX, cdLocalidade = XXXXX, cdIntervencao = XXXXX);  (idPessoa = XXXXX, cdLocalidade = XXXXX, cdIntervencao = XXXXX)...";AssociacaoIntervencaoAnterior;Abertura do Exercício, exclusiva para 2013;Todas, exceto Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao = ano de trabalho, idOrigemLiquidacao e dtLiquidacao = mês/ano de trabalho) declarado na tabela (Liquidacao) estiver vinculado com a combinação (idPessoa, nrEmpenho, nrAnoEmpenho = ano de trabalho e idOrigemEmpenho, cdElemento = '30' ou '93', cdDesdobramento = '01' e cdDetalhamento = '01', '02', '03', '04' ou '05') na tabela (DetalheEmpenho). PARTE 2. a regra deve exigir que os seguintes campos  (idPessoa, nrLiquidacao, nrAnoLiquidacao, idOrigemLiquidacao e dtLiquidacao = mês/ano de trabalho)  sejam declarados na tabela (LiquidacaoQuantitativaEmpenho). REGRA EXECUTADA ATÉ 2021.;ERRO;5187;A Liquidação nº xxxxx/aaaa do Empenho nº xxxxxx/aaaa, refere-se a combustível, portanto, não foi declarada na tabela (LiquidacaoQuantitativaEmpenho).;LiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao = ano de trabalho, idOrigemLiquidacao <> idPessoa e dtLiquidacao = mês/ano de trabalho) declarado na tabela (Liquidacao) estiver vinculado com a combinação (idPessoa, nrEmpenho, nrAnoEmpenho < que o ano de trabalho e idOrigemEmpenho <>  idPessoa, cdElemento = '30' ou '93', cdDesdobramento = '01' e cdDetalhamento = '01', '02', '03', '04' ou '05') na tabela (DetalheEmpenho). PARTE 2. a regra deve exigir que os seguintes campos  (idPessoa, nrLiquidacao, nrAnoLiquidacao, idOrigemLiquidacao e dtLiquidacao = mês/ano de trabalho)  sejam declarados na tabela (LiquidacaoQuantitativaEmpenho). REGRA EXECUTADA ATÉ 2021.;ERRO;5188;A Liquidação nº xxxxx/aaaa do Empenho de Restos a Pagar de entidades extintas nº xxxxxx/aaaa, refere-se a combustível, portanto, não foi declarada na tabela (LiquidacaoQuantitativaEmpenho).;LiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao = ano de trabalho, idOrigemLiquidacao = idPessoa e dtLiquidacao = mês/ano de trabalho) declarado na tabela (Liquidacao) estiver vinculado com a combinação (idPessoa, nrEmpenho, nrAnoEmpenho < que o ano de trabalho e idOrigemEmpenho =  idPessoa, nrAnoInclusao = 2013,  (cdNaturezaDespesa) = ('33903001', '3390300100', '3390300101','3390300102', '3390300103', '3390300104', '3390300105') na tabela (ammRestosAPagar). PARTE 2. a regra deve exigir que os seguintes campos  (idPessoa, nrLiquidacao, nrAnoLiquidacao, idOrigemLiquidacao e dtLiquidacao = mês/ano de trabalho)  sejam declarados na tabela (LiquidacaoQuantitativaEmpenho). ;ERRO;5189;A Liquidação nº xxxxx/aaaa do Empenho de Restos a Pagar da própria entidade nº xxxxxx/aaaa, refere-se a combustível, portanto, não foi declarada na tabela (LiquidacaoQuantitativaEmpenho).;LiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se o conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao = ano de trabalho, idOrigemLiquidacao = idPessoa e dtLiquidacao = mês/ano de trabalho) declarado na tabela (Liquidacao) estiver vinculado com a combinação (idPessoa, nrEmpenho, nrAnoEmpenho < que o ano de trabalho e idOrigemEmpenho =  idPessoa, nrAnoInclusao = 2013,  (cdNaturezaDespesa) = (Pegar apenas os 6 últimos caracteres: '300101', '300102', '300103', '300104', '300105') na tabela (ammRestosAPagar). PARTE 2. a regra deve exigir que os seguintes campos  (idPessoa, nrLiquidacao, nrAnoLiquidacao, idOrigemLiquidacao e dtLiquidacao = mês/ano de trabalho)  sejam declarados na tabela (LiquidacaoQuantitativaEmpenho). ;ERRO;5190;A Liquidação nº xxxxx/aaaa do Empenho de Restos a Pagar da própria entidade nº xxxxxx/aaaa, refere-se a combustível, portanto, não foi declarada na tabela (LiquidacaoQuantitativaEmpenho).;LiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlLiquidado - vlDesconto) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (LiquidacaoQuantitativaEmpenho) FOR <> PARTE 2. da soma de (vlLiquidacao) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (Liquidacao) a mensagem deve ser executada. ;ERRO;5191;O valor Líquido de R$- 0.00, declarado para a Liquidação nº xxxxxx/aaaa na tabela (LiquidacaoQuantitativaEmpenho) é diferente do valor de R$ 0.00 da própria liquidação existente na tabela (Liquidacao).;LiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlEstorno) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) declarado na tabela (EstornoLiquidacao)  FOR > PARTE 2. que a soma de (vlLiquidacao) para o mesmo conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao e idOrigemLiquidacao) da tabela (Liquidacao) a mensagem deve ser executada.;ERRO;5192;A soma de todos os estornos da Liquidação nº xxxxxx/aaaa existente na tabela (EstornoLiquidacao) de R$- 0.00 é maior que o valor de R$- 0.00 da própria Liquidação informado na tabela (Liquidacao).;EstornoLiquidacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlEstorno) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao, idOrigemLiquidacao, idTipoDocumentoFiscal, nrDocumento e idTipoSerieDocFiscal) declarado na tabela (EstornoDocumentoFiscalLiquidacao) FOR > PARTE 2. que a soma de (vlDocumento) do conjunto (idPessoa, nrLiquidacao, nrAnoLiquidacao, idOrigemLiquidacao, idTipoDocumentoFiscal, nrDocumento e idTipoSerieDocFiscal) declarado na tabela (DocumentoFiscalLiquidacao) a mensagem deve ser executada.;ERRO;5193;A soma de todos os estornos do nrDocumento nº xxxxxxxx, idTipoDocumentoFiscal nº xxxxx, idTipoSerieDocFiscal nº xxxxx, da Liquidação nº xxxxxx/aaaa existente na tabela (EstornoDocumentoFiscalLiquidacao) de R$- 0.00 é maior que o valor de R$- 0.00 do próprio  documento fiscal de Liquidação informado na tabela (DocumentoFiscalLiquidacao).;EstornoDocumentoFiscalLiquidacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlEstorno) do conjunto (idPessoa, nrOperacao e nrAnoOperacao) declarado na tabela (EstornoLiquidacaoQuantitativaEmpenho) FOR > PARTE 2. que a soma de (vlLiquidado) do mesmo conjunto (idPessoa, nrOperacao e nrAnoOperacao) declarado na tabela (LiquidacaoQuantitativaEmpenho) a mensagem deve ser executada. ;ERRO;5194;A soma de todos os estornos (vlEstorno) da Operação nº xxxxx/aaaaa  declarada na tabela (EstornoLiquidacaoQuantitativaEmpenho) de R$- 0.00  é maior do que o valor da mesma Operação  (vlLiquidado) R$- 0.00, informado na tabela (LiquidacaoQuantitativaEmpenho). ;EstornoLiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlEstornoDesconto) do conjunto (idPessoa, nrOperacao e nrAnoOperacao) declarado na tabela (EstornoLiquidacaoQuantitativaEmpenho) FOR > PARTE 2. que a soma de (vlDesconto) do mesmo conjunto (idPessoa, nrOperacao e nrAnoOperacao) declarado na tabela (LiquidacaoQuantitativaEmpenho) a mensagem deve ser executada. ;ERRO;5195;A soma de todos os estornos de (vlEstornoDesconto) da Operação nº xxxxx/aaaaa  declarada na tabela (EstornoLiquidacaoQuantitativaEmpenho) de R$- 0.00  é maior do que o valor da mesma Operação  (vlDesconto) R$- 0.00, informado na tabela (LiquidacaoQuantitativaEmpenho). ;EstornoLiquidacaoQuantitativaEmpenho;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
